,organizationName,id,name,description,address,categories,revenue,EIN,totcntrbgfts,totcntrbs,Name,boston_region
747,National Society of New England Women Abigail Adams Colony,1946167,National Society of New England Women Abigail Adams Colony,,282 Saint George St Ste 1,WADV,0,42760285,,,NATIONAL SOCIETY OF NEW ENGLAND WOMEN ABIGAIL ADAMS COLONY,No
748,Walpole Girls Soccer Boosters Association Inc,1946179,Walpole Girls Soccer Boosters Association Inc,Educational purposes,11 Bridle Path,GIRL,0,42786802,,,WALPOLE GIRLS SOCCER BOOSTERS ASSOCIATION INC,No
749,Women in Film and Video New England Chapter Inc,1946181,Women in Film and Video New England Chapter Inc,"Women in film & video new england (wifvne) is a non-profit membership organization dedicated to supporting and promoting the accomplishments of women working in the film, video and new media industries. Wifvne provides an educational forum for media professionals and a valuable network for exchange of ideas and resources. Wifvne offers no cost or low cost events for its members and its community. Wifvne is operated by an all volunteer board of directors. While wifvne's purpose is to support women, men are welcome and encouraged to participate and share in the organization's mission. Wifvne works to promote proactive images of women to the public and to empower all women in film and video to achieve their professional potential. Wifvne is a member of an umbrella group called women in film & television international (wifti). Wifti is a global network comprised of some 44 women in film chapters worldwide and more than 13,000 members dedicated to advancing professional development and achi",PO Box 118,WART,0,42791260,,,WOMEN IN FILM AND VIDEO NEW ENGLAND CHAPTER INC,No
750,Wellesley College Alumnae Assoc Wellesley College Club of San Diego,1946183,Wellesley College Alumnae Assoc Wellesley College Club of San Diego,,106 Central Street,WEDUC,0,42793698,,,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY COLLEGE CLUB OF SAN DIEGO,No
751,Wellesley College Alumnae Assoc Wellesley Club of Tampa Bay,1946185,Wellesley College Alumnae Assoc Wellesley Club of Tampa Bay,,106 Central Street,WEDUC,0,42793703,,,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF TAMPA BAY,No
752,Wellesley College Alumnae Assoc Naples Wellesley Club,1946186,Wellesley College Alumnae Assoc Naples Wellesley Club,,106 Central Street,WEDUC,0,42793704,,,WELLESLEY COLLEGE ALUMNAE ASSOC NAPLES WELLESLEY CLUB,No
753,Wellesley College Alumnae Assoc Wellesley in the Palm Beaches,1946187,Wellesley College Alumnae Assoc Wellesley in the Palm Beaches,,106 Central Street,WEDUC,0,42793705,,,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY IN THE PALM BEACHES,No
754,Wellesley College Alumnae Assoc Wellesley Club of Hawaii,1946188,Wellesley College Alumnae Assoc Wellesley Club of Hawaii,,106 Central Street,WEDUC,0,42793706,,,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF HAWAII,No
755,Wellesley College Alumnae Assoc Indianapolis Wellesley Club,1946189,Wellesley College Alumnae Assoc Indianapolis Wellesley Club,,106 Central Street,WEDUC,0,42793709,,,WELLESLEY COLLEGE ALUMNAE ASSOC INDIANAPOLIS WELLESLEY CLUB,No
756,Wellesley College Alumnae Assoc Alumnae Club of Greater Charlotte,1946192,Wellesley College Alumnae Assoc Alumnae Club of Greater Charlotte,,106 Central Street,WEDUC,0,42793718,,,WELLESLEY COLLEGE ALUMNAE ASSOC ALUMNAE CLUB OF GREATER CHARLOTTE,No
757,General Federation of Womens Clubs of Massachusets Inc GFWC Dedham Junior Womens Club,1946201,General Federation of Womens Clubs of Massachusets Inc GFWC Dedham Junior Womens Club,,PO Box 1368,WSNW,0,42830761,,,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETS INC GFWC DEDHAM JUNIOR WOMENS CLUB,No
758,LA Leche League International Inc Lll Topsfield,1946212,LA Leche League International Inc Lll Topsfield,,16 Towne Hill Ln,WSNW,0,42921891,,,LA LECHE LEAGUE INTERNATIONAL INC LLL TOPSFIELD,No
759,Daughters of St Paul Convent,1946223,Daughters of St Paul Convent,,50 Saint Pauls Ave,GEN,0,42966563,,,DAUGHTERS OF ST PAUL CONVENT,No
760,Wellesley College Alumnae Assoc 1987 Class,1946224,Wellesley College Alumnae Assoc 1987 Class,,106 Central Street,WEDUC,0,42966892,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1987 CLASS,No
761,Association for Women in Slavic Studies,1946232,Association for Women in Slavic Studies,,137 Coolidge St,WSNW,0,43023706,,,ASSOCIATION FOR WOMEN IN SLAVIC STUDIES,No
762,Canadian Womens Club of Boston Inc,1946234,Canadian Womens Club of Boston Inc,Cultural and social gatherings betweeen canadians and u.S. Citizens to promote amicable relations.,186 Cedar St,WSNW,0,43030955,,,CANADIAN WOMENS CLUB OF BOSTON INC,No
763,Boston University Obstetrics and Gynecology Foundation Inc,1946248,Boston University Obstetrics and Gynecology Foundation Inc,,85 E Concord 6th Flr,WHLTH,0,43067465,,,BOSTON UNIVERSITY OBSTETRICS AND GYNECOLOGY FOUNDATION INC,No
764,National Society of the Daughters of the American Revolution Aaron Guild DAR,1946256,National Society of the Daughters of the American Revolution Aaron Guild DAR,,182 Birchtree Dr,GEN,0,43094016,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION AARON GUILD DAR,No
765,Womens Club of Norwell Inc,1946259,Womens Club of Norwell Inc,,PO Box 834,WSNW,0,43099132,,,WOMENS CLUB OF NORWELL INC,No
766,Wellesley College Alumnae Assoc 1991 Class,1946279,Wellesley College Alumnae Assoc 1991 Class,,106 Central Street,WEDUC,0,43141104,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1991 CLASS,No
767,Betty Taymor Fund for the Education of Women in Politics and Gvmt Inc,1946280,Betty Taymor Fund for the Education of Women in Politics and Gvmt Inc,,100 morrissey blvd,WEDUC,0,43143173,,,BETTY TAYMOR FUND FOR THE EDUCATION OF WOMEN IN POLITICS AND GVMT INC,No
768,Andover Girls Softball League,1946282,Andover Girls Softball League,Provide softball opportunities for andover girls aged 5-18,PO Box 344,GIRL,0,43148742,,10000.0,ANDOVER GIRLS SOFTBALL LEAGUE,No
769,College Womens Club of Cape Ann,1946289,College Womens Club of Cape Ann,,112 Essex Ave,WSNW,0,43161486,,,COLLEGE WOMENS CLUB OF CAPE ANN,No
770,National Society of the Daughters of the American Revolution Boston Tea Party DAR,1946297,National Society of the Daughters of the American Revolution Boston Tea Party DAR,,146 Cliff Ave,GEN,0,43171592,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION BOSTON TEA PARTY DAR,No
771,Wellesley College Alumnae Assoc 1992 Class,1946299,Wellesley College Alumnae Assoc 1992 Class,,106 Central Street,WEDUC,0,43176147,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1992 CLASS,No
772,Wellesley College Alumnae Assoc 1988 Class,1946300,Wellesley College Alumnae Assoc 1988 Class,,106 Central Street,WEDUC,0,43178923,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1988 CLASS,No
773,Wellesley College Alumnae Assoc 1993 Class,1946304,Wellesley College Alumnae Assoc 1993 Class,,106 Central Street,WEDUC,0,43192141,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1993 CLASS,No
774,National Organization of Mothers of Twins Clubs Inc Attleboro Taunton Area Mot,1946311,National Organization of Mothers of Twins Clubs Inc Attleboro Taunton Area Mot,,16 mirimichi st,WHSV,0,43206301,,,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC ATTLEBORO TAUNTON AREA MOT,No
775,Lakeville Area Mothers Club Inc,1946312,Lakeville Area Mothers Club Inc,Donations to local needy families and community support,20 E Main St,WPSB,0,43209013,,,LAKEVILLE AREA MOTHERS CLUB INC,No
776,Chinese Womens Association of New England,1946318,Chinese Womens Association of New England,,90 Tyler Street,WSNW,0,43219257,,,CHINESE WOMENS ASSOCIATION OF NEW ENGLAND,No
777,Womens Institute Realty Inc,1946321,Womens Institute Realty Inc,Real estate development,101 Federal St Ste 1900,WSNW,0,43220484,,,WOMENS INSTITUTE REALTY INC,No
778,Wellesley College Alumnae Assoc 1994 Class,1946335,Wellesley College Alumnae Assoc 1994 Class,,106 Central Street,WEDUC,0,43249673,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1994 CLASS,No
779,Catholic Daughters of the Americas 2396 Our Lady of Lourdes,1946340,Catholic Daughters of the Americas 2396 Our Lady of Lourdes,,436 West St,GEN,0,43255938,,,CATHOLIC DAUGHTERS OF THE AMERICAS 2396 OUR LADY OF LOURDES,No
780,Catholic Daughters of the Americas 2395 Our Lady of Knock,1946341,Catholic Daughters of the Americas 2395 Our Lady of Knock,,172 Highgate St,GEN,0,43256048,,,CATHOLIC DAUGHTERS OF THE AMERICAS 2395 OUR LADY OF KNOCK,No
781,Massachusetts Women in Public Highe R Education Inc,1946345,Massachusetts Women in Public Highe R Education Inc,,131 Summer St,WEDUC,0,43261067,,,MASSACHUSETTS WOMEN IN PUBLIC HIGHE R EDUCATION INC,No
782,Wellesley College Alumnae Assoc 1995 Class,1946354,Wellesley College Alumnae Assoc 1995 Class,,106 Central Street,WEDUC,0,43282976,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1995 CLASS,No
783,Womens Success Network,1946367,Womens Success Network,Award scholarships and help women in business.,163 Main St Suite 1 Ann Irons,WEDUC,0,43306919,,,WOMENS SUCCESS NETWORK,No
784,Boston Black Womens Health Institute Inc,1946370,Boston Black Womens Health Institute Inc,,43 Wolcott St,WHLTH,0,43323317,,,BOSTON BLACK WOMENS HEALTH INSTITUTE INC,No
785,Financial Resources for Women and Children Inc,1946374,Financial Resources for Women and Children Inc,,645 boylston st,WHSV,0,43334254,,,FINANCIAL RESOURCES FOR WOMEN AND CHILDREN INC,No
786,Wellesley College Alumnae Assoc 1997 Class,1946400,Wellesley College Alumnae Assoc 1997 Class,,106 Central Street,WEDUC,0,43372866,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1997 CLASS,No
787,Employers Against Domestic Violence Inc,1946406,Employers Against Domestic Violence Inc,Educate people about and prevent domestic violence,100 South Main Street Suite 100-j,GV,0,43389211,,,EMPLOYERS AGAINST DOMESTIC VIOLENCE INC,No
788,Swansea Girls Softball League,1946412,Swansea Girls Softball League,,360 Harbor View Blvd,GIRL,0,43400639,,,SWANSEA GIRLS SOFTBALL LEAGUE,No
789,National Association of Negro Business and Professional Womens C Boston and Vicinity Club Inc,1946422,National Association of Negro Business and Professional Womens C Boston and Vicinity Club Inc,,75 Edwin St,WSNW,0,43419577,,,NATIONAL ASSOCIATION OF NEGRO BUSINESS AND PROFESSIONAL WOMENS C BOSTON AND VICINITY CLUB INC,No
790,Rochester Girls Softball League,1946430,Rochester Girls Softball League,,PO Box 575,GIRL,0,43449703,,,ROCHESTER GIRLS SOFTBALL LEAGUE,No
791,Harvard Business School Womens Association,1946432,Harvard Business School Womens Association,"Educational, career mgt, networking",1 Charles St S,WSNW,0,43452297,,,HARVARD BUSINESS SCHOOL WOMENS ASSOCIATION,No
792,Wellesley College Alumnae Assoc 1999 Class,1946441,Wellesley College Alumnae Assoc 1999 Class,,106 Central Street,WEDUC,0,43469330,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1999 CLASS,No
793,Wellesley College Alumnae Assoc 2000 Class,1946463,Wellesley College Alumnae Assoc 2000 Class,,106 Central Street,WEDUC,0,43514623,,,WELLESLEY COLLEGE ALUMNAE ASSOC 2000 CLASS,No
794,National Organization of Mothers of Twins Clubs Inc Seaside Mom,1946474,National Organization of Mothers of Twins Clubs Inc Seaside Mom,,17 Isaac Sprague Dr,WHSV,0,43528797,,,NATIONAL ORGANIZATION OF MOTHERS OF TWINS CLUBS INC SEASIDE MOM,No
795,Easton Women of Today Inc,1946484,Easton Women of Today Inc,,PO Box 196,WSW,0,43544605,,,EASTON WOMEN OF TODAY INC,No
796,M Patricia Cronin Foundation To Fight Ovarian Cancer Inc,1946486,M Patricia Cronin Foundation To Fight Ovarian Cancer Inc,"The foundation raises public awareness of ovarian cancer by producing announcements distributed nationwide and on their website. Awards are provided to support ovarian cancer patients, their families and friends, and for research.",PO Box 101,WHLTH,-2121,43546884,,,M PATRICIA CRONIN FOUNDATION TO FIGHT OVARIAN CANCER INC,No
797,Seekonk Girls Softball League Inc,1946494,Seekonk Girls Softball League Inc,,245 cross st,GIRL,0,43555217,,,SEEKONK GIRLS SOFTBALL LEAGUE INC,No
798,Wellesley College Alumnae Association 2001 Class,1946498,Wellesley College Alumnae Association 2001 Class,,106 Central Street,WEDUC,0,43564460,,,WELLESLEY COLLEGE ALUMNAE ASSOCIATION 2001 CLASS,No
799,Massachusetts Black Women Attorneys Foundation Inc,1946503,Massachusetts Black Women Attorneys Foundation Inc,,16 Beacon St,GV,0,43570050,,,MASSACHUSETTS BLACK WOMEN ATTORNEYS FOUNDATION INC,No
800,Catholic Daughters of the Americas 2492 Senora de Guadalupe,1946505,Catholic Daughters of the Americas 2492 Senora de Guadalupe,,47 Curran Rd,GEN,0,43577826,,,CATHOLIC DAUGHTERS OF THE AMERICAS 2492 SENORA DE GUADALUPE,No
801,Salem Protestant Ladies Assoc U W Thomas F Odell,1946630,Salem Protestant Ladies Assoc U W Thomas F Odell,,PO Box 765,WSW,0,46014064,,,SALEM PROTESTANT LADIES ASSOC U W THOMAS F ODELL,No
802,Catholic Daughters of the Americas 864 Sacred Heart,1946634,Catholic Daughters of the Americas 864 Sacred Heart,,4 Perkins CT,GEN,0,46043203,,,CATHOLIC DAUGHTERS OF THE AMERICAS 864 SACRED HEART,No
803,National Society of the Daughters of the American Revolution Deborah Sampson DAR,1946637,National Society of the Daughters of the American Revolution Deborah Sampson DAR,,PO Box 1,GEN,0,46047918,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION DEBORAH SAMPSON DAR,No
804,Zeta Alpha Alumnae Association,1946640,Zeta Alpha Alumnae Association,,Wellesley College 106 Central St,WEDUC,0,46048175,,,ZETA ALPHA ALUMNAE ASSOCIATION,No
805,Beverly Female Charitable Society,1946642,Beverly Female Charitable Society,,5 Whitman Pl,WSW,0,46048666,,,BEVERLY FEMALE CHARITABLE SOCIETY,No
806,National Society of the Daughters of the American Revolution Col Timothy Pickering DAR,1946646,National Society of the Daughters of the American Revolution Col Timothy Pickering DAR,,7a Curlew CT,GEN,0,46050736,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION COL TIMOTHY PICKERING DAR,No
807,General Federation of Womens Clubs of Massachusetts Inc Braintree Womens Club,1946647,General Federation of Womens Clubs of Massachusetts Inc Braintree Womens Club,,16 Devon Commons Ln,WSNW,0,46051117,,,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC BRAINTREE WOMENS CLUB,No
808,National Society of the Daughters of the American Revolution Lucy Jackson,1946656,National Society of the Daughters of the American Revolution Lucy Jackson,,15 Martin Rd,GEN,0,46054572,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION LUCY JACKSON,No
809,Manchester Womans Club,1946658,Manchester Womans Club,,PO Box 11,WPSB,0,46056769,,,MANCHESTER WOMANS CLUB,No
810,National Society of the Daughters of the American Revolution Mansfield DAR,1946659,National Society of the Daughters of the American Revolution Mansfield DAR,,32 Central Street,GEN,0,46057355,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION MANSFIELD DAR,No
811,General Federation of Womens Clubs of Massachusetts Inc Womans Club of Brockton,1946664,General Federation of Womens Clubs of Massachusetts Inc Womans Club of Brockton,,49 Keswick Rd,WSNW,0,46063865,,,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC WOMANS CLUB OF BROCKTON,No
812,General Federation of Womens Clubs of Massachusetts Inc Stoughton Womans Club,1946665,General Federation of Womens Clubs of Massachusetts Inc Stoughton Womans Club,,24 Lelland Rd,WSNW,0,46064180,,,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC STOUGHTON WOMANS CLUB,No
813,Wellesley College Alumnae Association Wellesley College Alumnae Boston,1946667,Wellesley College Alumnae Association Wellesley College Alumnae Boston,,106 Central Street,WEDUC,0,46065023,,,WELLESLEY COLLEGE ALUMNAE ASSOCIATION WELLESLEY COLLEGE ALUMNAE BOSTON,No
814,National Society of the Daughters of the American Revolution Chief Justice Cushing DAR,1946670,National Society of the Daughters of the American Revolution Chief Justice Cushing DAR,,7 Ferndale Dr,GEN,0,46067330,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION CHIEF JUSTICE CUSHING DAR,No
815,National Society of the Daughters of the American Revolution General Israel Putnam DAR,1946680,National Society of the Daughters of the American Revolution General Israel Putnam DAR,,11 Parsons Hill Rd,GEN,0,46087738,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION GENERAL ISRAEL PUTNAM DAR,No
816,General Federation of Womens Clubs of Massachusetts Inc GFWC Randolph Junior Womans Club,1946681,General Federation of Womens Clubs of Massachusetts Inc GFWC Randolph Junior Womans Club,,PO Box 134,WSNW,0,46088067,,,GENERAL FEDERATION OF WOMENS CLUBS OF MASSACHUSETTS INC GFWC RANDOLPH JUNIOR WOMANS CLUB,No
817,National Society of the Daughters of the American Revolution Hannah Goddard DAR,1946685,National Society of the Daughters of the American Revolution Hannah Goddard DAR,,6 Clifton Heights Ln,GEN,0,46108562,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION HANNAH GODDARD DAR,No
818,National Society of the Daughters of the American Revolution Attleboro DAR,1946688,National Society of the Daughters of the American Revolution Attleboro DAR,,16 Agricultural Ave,GEN,0,46110301,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION ATTLEBORO DAR,No
819,National Society of the Daughters of the American Revolution Col Thomas Lothrop Old Colony DAR,1946689,National Society of the Daughters of the American Revolution Col Thomas Lothrop Old Colony DAR,,239 High St,GEN,0,46111616,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION COL THOMAS LOTHROP OLD COLONY DAR,No
820,National Society of the Daughters of the American Revolution Cape Ann DAR,1946690,National Society of the Daughters of the American Revolution Cape Ann DAR,,PO Box 276,GEN,0,46111774,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION CAPE ANN DAR,No
821,National Society of the Daughters of the American Revolution New Bedford DAR,1946692,National Society of the Daughters of the American Revolution New Bedford DAR,,496 Elm St,GEN,0,46112283,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION NEW BEDFORD DAR,No
822,National Society of the Daughters of the American Revolution Lydia Cobb Quequechan DAR,1946694,National Society of the Daughters of the American Revolution Lydia Cobb Quequechan DAR,,540 Berkley St,GEN,0,46112438,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION LYDIA COBB QUEQUECHAN DAR,No
823,National Society of the Daughters of the American Revolution Paul Revere DAR,1946696,National Society of the Daughters of the American Revolution Paul Revere DAR,,72 Lothrop St,GEN,0,46112823,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION PAUL REVERE DAR,No
824,National Society of the Daughters of the American Revolution Brigadier General James Brickett Ol,1946704,National Society of the Daughters of the American Revolution Brigadier General James Brickett Ol,,17 Byron St,GEN,0,46119575,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION BRIGADIER GENERAL JAMES BRICKETT OL,No
825,National Society of the Daughters of the American Revolution Colonel William Mc Intosh DAR,1946708,National Society of the Daughters of the American Revolution Colonel William Mc Intosh DAR,,109,GEN,0,46129176,,,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION COLONEL WILLIAM MC INTOSH DAR,No
826,Wellesley College Alumnae Assoc Wellesley Club of the Pioneer Vlly,1946711,Wellesley College Alumnae Assoc Wellesley Club of the Pioneer Vlly,,106 Central Street,WEDUC,0,46147035,,,WELLESLEY COLLEGE ALUMNAE ASSOC WELLESLEY CLUB OF THE PIONEER VLLY,No
827,Daughters of the American Colonists Massachusetts State Society,1946729,Daughters of the American Colonists Massachusetts State Society,,182 Birchtree Dr,GEN,0,46196028,,,DAUGHTERS OF THE AMERICAN COLONISTS MASSACHUSETTS STATE SOCIETY,No
828,Wellesley College Alumnae Assoc Worcester Wellesley Club,1946732,Wellesley College Alumnae Assoc Worcester Wellesley Club,,106 Central Street,WEDUC,0,46301617,,,WELLESLEY COLLEGE ALUMNAE ASSOC WORCESTER WELLESLEY CLUB,No
829,Birthright of New Bedford Inc,1946734,Birthright of New Bedford Inc,,110 Summer St,GEN,0,46356854,,,BIRTHRIGHT OF NEW BEDFORD INC,No
830,LA Leche League International Inc Lll Providence,1946795,LA Leche League International Inc Lll Providence,,847 Washington St,WSNW,0,50513547,,,,No
831,Wellesley College Alumnae Assoc 1979 Class,1946943,Wellesley College Alumnae Assoc 1979 Class,,106 Central Street,WEDUC,0,61011858,,,WELLESLEY COLLEGE ALUMNAE ASSOC 1979 CLASS,No
