,organizationName,id,name,description,address,categories,revenue,EIN,totcntrbgfts,totcntrbs,boston_region
725,St Helen Parish,1945777,St Helen Parish,,392 Hanover St,WRELIG,0,42121644,,,Yes
726,St Margaret Mary Parish,1945786,St Margaret Mary Parish,,845 High St,GEN,0,42159911,,,Yes
727,St Lukes Hospital Womens Auxiliary,1945788,St Lukes Hospital Womens Auxiliary,,PO box h3003,WHLTH,0,42175121,,,Yes
728,Partners Healthcare System Inc Friends of the Brigham and Womens Hos,1945794,Partners Healthcare System Inc Friends of the Brigham and Womens Hos,,529 MAIN ST STE 510,WHLTH,0,42239449,,,Yes
729,Wellesley College Alumnae Association New Jersey Wellesley Club,1945796,Wellesley College Alumnae Association New Jersey Wellesley Club,,106 Central Street,WEDUC,0,42279317,,,Yes
730,Womens Service Club Inc,1945803,Womens Service Club Inc,,464 MASSACHUSETTS AVE,WPSB,0,42472747,,,Yes
731,Family Planning Committee of Greater Fall River Inc,1945807,Family Planning Committee of Greater Fall River Inc,,337 HANOVER ST,RH,0,42500577,,,Yes
732,Racial Unity Now Inc,1945818,Racial Unity Now Inc,,11 CHARLES ST,GEN,0,42599804,,,Yes
733,Wellesley College Alumnae Assoc 1977 Class,1945827,Wellesley College Alumnae Assoc 1977 Class,,106 Central Street,WEDUC,0,42621292,,,Yes
734,Alumnae Association of Mount Holyoke College Inc South Shore,1945828,Alumnae Association of Mount Holyoke College Inc South Shore,,118 PRESIDENTS LN,WEDUC,0,42622674,,,Yes
735,League of Women Voters of Brookline Sara K Wallace Fund,1945839,League of Women Voters of Brookline Sara K Wallace Fund,,PO Box 32,WSNW,0,42633283,,,Yes
736,Hingham Girls Athletic Leagues Inc,1945844,Hingham Girls Athletic Leagues Inc,,PO BOX 22,GIRL,0,42642981,,,Yes
737,Wellesley College Alumnae Assoc 1978 Class,1945849,Wellesley College Alumnae Assoc 1978 Class,,106 Central Street,WEDUC,0,42654452,,,Yes
738,New England Baptist Hospital School of Nursing Alumnae Association Inc,1945853,New England Baptist Hospital School of Nursing Alumnae Association Inc,,91 PARKER HILL AVE,WEDUC,0,42666853,,,Yes
739,Massachusetts Federation of Polish Womens Clubs Inc,1945857,Massachusetts Federation of Polish Womens Clubs Inc,,48 ELLSWORTH RD,WSNW,0,42675196,,,Yes
740,Soroptimist International of the Americas Inc 102005 Greater Hartford CT,1946034,Soroptimist International of the Americas Inc 102005 Greater Hartford CT,,51 Hazel St,WSNW,0,66011991,,,No
741,Wellesley College Alumnae Assoc Hartford Wellesley Club,1946127,Wellesley College Alumnae Assoc Hartford Wellesley Club,,106 Central Street,WEDUC,0,66108475,,,Yes
742,Wellesley College Alumnae Assoc Southeastern Connecticut Wellesley,1946132,Wellesley College Alumnae Assoc Southeastern Connecticut Wellesley,,106 CENTRAL STREET,WEDUC,0,66183629,,,Yes
743,Home Space Inc,1946141,Home Space Inc,"Part 1: provide human services to incarcerated mothers and their families through advocacy, counseling visitation and related services. - Part 3: provide human services to",695 Truman Parkway,GV,0,42708648,,,Yes
744,Soroptimist International of the Americas Inc 102006 Haverhill Merrimack Vly MA,1946149,Soroptimist International of the Americas Inc 102006 Haverhill Merrimack Vly MA,,PO Box 1533,WSNW,0,42718077,,,Yes
745,Les Dames D Escoffier Boston Inc,1946155,Les Dames D Escoffier Boston Inc,Fundraising for scholarships,243 Cutler Rd,GEN,0,42734202,,,Yes
746,Women Transforming Communities,1946164,Women Transforming Communities,,67 Farrar Ave,WEDUC,0,42753418,,,Yes
747,National Society of New England Women Abigail Adams Colony,1946167,National Society of New England Women Abigail Adams Colony,,282 Saint George St Ste 1,WADV,0,42760285,,,Yes
748,Walpole Girls Soccer Boosters Association Inc,1946179,Walpole Girls Soccer Boosters Association Inc,Educational purposes,11 Bridle Path,GIRL,0,42786802,,,Yes
749,Women in Film and Video New England Chapter Inc,1946181,Women in Film and Video New England Chapter Inc,"Women in film & video new england (wifvne) is a non-profit membership organization dedicated to supporting and promoting the accomplishments of women working in the film, video and new media industries. Wifvne provides an educational forum for media professionals and a valuable network for exchange of ideas and resources. Wifvne offers no cost or low cost events for its members and its community. Wifvne is operated by an all volunteer board of directors. While wifvne's purpose is to support women, men are welcome and encouraged to participate and share in the organization's mission. Wifvne works to promote proactive images of women to the public and to empower all women in film and video to achieve their professional potential. Wifvne is a member of an umbrella group called women in film & television international (wifti). Wifti is a global network comprised of some 44 women in film chapters worldwide and more than 13,000 members dedicated to advancing professional development and achi",PO Box 118,WART,0,42791260,,,Yes
750,Wellesley College Alumnae Assoc Wellesley College Club of San Diego,1946183,Wellesley College Alumnae Assoc Wellesley College Club of San Diego,,106 Central Street,WEDUC,0,42793698,,,Yes
751,Wellesley College Alumnae Assoc Wellesley Club of Tampa Bay,1946185,Wellesley College Alumnae Assoc Wellesley Club of Tampa Bay,,106 Central Street,WEDUC,0,42793703,,,Yes
752,Wellesley College Alumnae Assoc Naples Wellesley Club,1946186,Wellesley College Alumnae Assoc Naples Wellesley Club,,106 Central Street,WEDUC,0,42793704,,,Yes
753,Wellesley College Alumnae Assoc Wellesley in the Palm Beaches,1946187,Wellesley College Alumnae Assoc Wellesley in the Palm Beaches,,106 Central Street,WEDUC,0,42793705,,,Yes
754,Wellesley College Alumnae Assoc Wellesley Club of Hawaii,1946188,Wellesley College Alumnae Assoc Wellesley Club of Hawaii,,106 Central Street,WEDUC,0,42793706,,,Yes
755,Wellesley College Alumnae Assoc Indianapolis Wellesley Club,1946189,Wellesley College Alumnae Assoc Indianapolis Wellesley Club,,106 Central Street,WEDUC,0,42793709,,,Yes
756,Wellesley College Alumnae Assoc Alumnae Club of Greater Charlotte,1946192,Wellesley College Alumnae Assoc Alumnae Club of Greater Charlotte,,106 Central Street,WEDUC,0,42793718,,,Yes
757,General Federation of Womens Clubs of Massachusets Inc GFWC Dedham Junior Womens Club,1946201,General Federation of Womens Clubs of Massachusets Inc GFWC Dedham Junior Womens Club,,PO Box 1368,WSNW,0,42830761,,,Yes
758,LA Leche League International Inc Lll Topsfield,1946212,LA Leche League International Inc Lll Topsfield,,16 Towne Hill Ln,WSNW,0,42921891,,,Yes
759,Daughters of St Paul Convent,1946223,Daughters of St Paul Convent,,50 Saint Pauls Ave,GEN,0,42966563,,,Yes
760,Wellesley College Alumnae Assoc 1987 Class,1946224,Wellesley College Alumnae Assoc 1987 Class,,106 Central Street,WEDUC,0,42966892,,,Yes
761,Association for Women in Slavic Studies,1946232,Association for Women in Slavic Studies,,137 Coolidge St,WSNW,0,43023706,,,Yes
762,Canadian Womens Club of Boston Inc,1946234,Canadian Womens Club of Boston Inc,Cultural and social gatherings betweeen canadians and u.S. Citizens to promote amicable relations.,186 Cedar St,WSNW,0,43030955,,,Yes
763,Boston University Obstetrics and Gynecology Foundation Inc,1946248,Boston University Obstetrics and Gynecology Foundation Inc,,85 E Concord 6th Flr,WHLTH,0,43067465,,,Yes
764,National Society of the Daughters of the American Revolution Aaron Guild DAR,1946256,National Society of the Daughters of the American Revolution Aaron Guild DAR,,182 Birchtree Dr,GEN,0,43094016,,,Yes
765,Womens Club of Norwell Inc,1946259,Womens Club of Norwell Inc,,PO Box 834,WSNW,0,43099132,,,Yes
766,Wellesley College Alumnae Assoc 1991 Class,1946279,Wellesley College Alumnae Assoc 1991 Class,,106 Central Street,WEDUC,0,43141104,,,Yes
767,Betty Taymor Fund for the Education of Women in Politics and Gvmt Inc,1946280,Betty Taymor Fund for the Education of Women in Politics and Gvmt Inc,,100 morrissey blvd,WEDUC,0,43143173,,,Yes
768,Andover Girls Softball League,1946282,Andover Girls Softball League,Provide softball opportunities for andover girls aged 5-18,PO Box 344,GIRL,0,43148742,,10000.0,Yes
769,College Womens Club of Cape Ann,1946289,College Womens Club of Cape Ann,,112 Essex Ave,WSNW,0,43161486,,,Yes
770,National Society of the Daughters of the American Revolution Boston Tea Party DAR,1946297,National Society of the Daughters of the American Revolution Boston Tea Party DAR,,146 Cliff Ave,GEN,0,43171592,,,Yes
771,Wellesley College Alumnae Assoc 1992 Class,1946299,Wellesley College Alumnae Assoc 1992 Class,,106 Central Street,WEDUC,0,43176147,,,Yes
772,Wellesley College Alumnae Assoc 1988 Class,1946300,Wellesley College Alumnae Assoc 1988 Class,,106 Central Street,WEDUC,0,43178923,,,Yes
773,Wellesley College Alumnae Assoc 1993 Class,1946304,Wellesley College Alumnae Assoc 1993 Class,,106 Central Street,WEDUC,0,43192141,,,Yes
774,National Organization of Mothers of Twins Clubs Inc Attleboro Taunton Area Mot,1946311,National Organization of Mothers of Twins Clubs Inc Attleboro Taunton Area Mot,,16 mirimichi st,WHSV,0,43206301,,,Yes
775,Lakeville Area Mothers Club Inc,1946312,Lakeville Area Mothers Club Inc,Donations to local needy families and community support,20 E Main St,WPSB,0,43209013,,,Yes
776,Chinese Womens Association of New England,1946318,Chinese Womens Association of New England,,90 Tyler Street,WSNW,0,43219257,,,Yes
777,Womens Institute Realty Inc,1946321,Womens Institute Realty Inc,Real estate development,101 Federal St Ste 1900,WSNW,0,43220484,,,Yes
778,Wellesley College Alumnae Assoc 1994 Class,1946335,Wellesley College Alumnae Assoc 1994 Class,,106 Central Street,WEDUC,0,43249673,,,Yes
779,Catholic Daughters of the Americas 2396 Our Lady of Lourdes,1946340,Catholic Daughters of the Americas 2396 Our Lady of Lourdes,,436 West St,GEN,0,43255938,,,Yes
780,Catholic Daughters of the Americas 2395 Our Lady of Knock,1946341,Catholic Daughters of the Americas 2395 Our Lady of Knock,,172 Highgate St,GEN,0,43256048,,,Yes
781,Massachusetts Women in Public Highe R Education Inc,1946345,Massachusetts Women in Public Highe R Education Inc,,131 Summer St,WEDUC,0,43261067,,,Yes
782,Wellesley College Alumnae Assoc 1995 Class,1946354,Wellesley College Alumnae Assoc 1995 Class,,106 Central Street,WEDUC,0,43282976,,,Yes
783,Womens Success Network,1946367,Womens Success Network,Award scholarships and help women in business.,163 Main St Suite 1 Ann Irons,WEDUC,0,43306919,,,Yes
784,Boston Black Womens Health Institute Inc,1946370,Boston Black Womens Health Institute Inc,,43 Wolcott St,WHLTH,0,43323317,,,Yes
785,Financial Resources for Women and Children Inc,1946374,Financial Resources for Women and Children Inc,,645 boylston st,WHSV,0,43334254,,,Yes
786,Wellesley College Alumnae Assoc 1997 Class,1946400,Wellesley College Alumnae Assoc 1997 Class,,106 Central Street,WEDUC,0,43372866,,,Yes
787,Employers Against Domestic Violence Inc,1946406,Employers Against Domestic Violence Inc,Educate people about and prevent domestic violence,100 South Main Street Suite 100-j,GV,0,43389211,,,Yes
788,Swansea Girls Softball League,1946412,Swansea Girls Softball League,,360 Harbor View Blvd,GIRL,0,43400639,,,Yes
789,National Association of Negro Business and Professional Womens C Boston and Vicinity Club Inc,1946422,National Association of Negro Business and Professional Womens C Boston and Vicinity Club Inc,,75 Edwin St,WSNW,0,43419577,,,Yes
790,Rochester Girls Softball League,1946430,Rochester Girls Softball League,,PO Box 575,GIRL,0,43449703,,,Yes
791,Harvard Business School Womens Association,1946432,Harvard Business School Womens Association,"Educational, career mgt, networking",1 Charles St S,WSNW,0,43452297,,,Yes
792,Wellesley College Alumnae Assoc 1999 Class,1946441,Wellesley College Alumnae Assoc 1999 Class,,106 Central Street,WEDUC,0,43469330,,,Yes
793,Wellesley College Alumnae Assoc 2000 Class,1946463,Wellesley College Alumnae Assoc 2000 Class,,106 Central Street,WEDUC,0,43514623,,,Yes
794,National Organization of Mothers of Twins Clubs Inc Seaside Mom,1946474,National Organization of Mothers of Twins Clubs Inc Seaside Mom,,17 Isaac Sprague Dr,WHSV,0,43528797,,,Yes
795,Easton Women of Today Inc,1946484,Easton Women of Today Inc,,PO Box 196,WSW,0,43544605,,,Yes
796,M Patricia Cronin Foundation To Fight Ovarian Cancer Inc,1946486,M Patricia Cronin Foundation To Fight Ovarian Cancer Inc,"The foundation raises public awareness of ovarian cancer by producing announcements distributed nationwide and on their website. Awards are provided to support ovarian cancer patients, their families and friends, and for research.",PO Box 101,WHLTH,-2121,43546884,,,Yes
797,Seekonk Girls Softball League Inc,1946494,Seekonk Girls Softball League Inc,,245 cross st,GIRL,0,43555217,,,Yes
798,Wellesley College Alumnae Association 2001 Class,1946498,Wellesley College Alumnae Association 2001 Class,,106 Central Street,WEDUC,0,43564460,,,Yes
799,Massachusetts Black Women Attorneys Foundation Inc,1946503,Massachusetts Black Women Attorneys Foundation Inc,,16 Beacon St,GV,0,43570050,,,Yes
800,Catholic Daughters of the Americas 2492 Senora de Guadalupe,1946505,Catholic Daughters of the Americas 2492 Senora de Guadalupe,,47 Curran Rd,GEN,0,43577826,,,Yes
801,Salem Protestant Ladies Assoc U W Thomas F Odell,1946630,Salem Protestant Ladies Assoc U W Thomas F Odell,,PO Box 765,WSW,0,46014064,,,Yes
802,Catholic Daughters of the Americas 864 Sacred Heart,1946634,Catholic Daughters of the Americas 864 Sacred Heart,,4 Perkins CT,GEN,0,46043203,,,Yes
803,National Society of the Daughters of the American Revolution Deborah Sampson DAR,1946637,National Society of the Daughters of the American Revolution Deborah Sampson DAR,,PO Box 1,GEN,0,46047918,,,Yes
804,Zeta Alpha Alumnae Association,1946640,Zeta Alpha Alumnae Association,,Wellesley College 106 Central St,WEDUC,0,46048175,,,Yes
805,Beverly Female Charitable Society,1946642,Beverly Female Charitable Society,,5 Whitman Pl,WSW,0,46048666,,,Yes
806,National Society of the Daughters of the American Revolution Col Timothy Pickering DAR,1946646,National Society of the Daughters of the American Revolution Col Timothy Pickering DAR,,7a Curlew CT,GEN,0,46050736,,,Yes
807,General Federation of Womens Clubs of Massachusetts Inc Braintree Womens Club,1946647,General Federation of Womens Clubs of Massachusetts Inc Braintree Womens Club,,16 Devon Commons Ln,WSNW,0,46051117,,,Yes
808,National Society of the Daughters of the American Revolution Lucy Jackson,1946656,National Society of the Daughters of the American Revolution Lucy Jackson,,15 Martin Rd,GEN,0,46054572,,,Yes
809,Manchester Womans Club,1946658,Manchester Womans Club,,PO Box 11,WPSB,0,46056769,,,Yes
810,National Society of the Daughters of the American Revolution Mansfield DAR,1946659,National Society of the Daughters of the American Revolution Mansfield DAR,,32 Central Street,GEN,0,46057355,,,Yes
811,General Federation of Womens Clubs of Massachusetts Inc Womans Club of Brockton,1946664,General Federation of Womens Clubs of Massachusetts Inc Womans Club of Brockton,,49 Keswick Rd,WSNW,0,46063865,,,Yes
812,General Federation of Womens Clubs of Massachusetts Inc Stoughton Womans Club,1946665,General Federation of Womens Clubs of Massachusetts Inc Stoughton Womans Club,,24 Lelland Rd,WSNW,0,46064180,,,Yes
813,Wellesley College Alumnae Association Wellesley College Alumnae Boston,1946667,Wellesley College Alumnae Association Wellesley College Alumnae Boston,,106 Central Street,WEDUC,0,46065023,,,Yes
814,National Society of the Daughters of the American Revolution Chief Justice Cushing DAR,1946670,National Society of the Daughters of the American Revolution Chief Justice Cushing DAR,,7 Ferndale Dr,GEN,0,46067330,,,Yes
815,National Society of the Daughters of the American Revolution General Israel Putnam DAR,1946680,National Society of the Daughters of the American Revolution General Israel Putnam DAR,,11 Parsons Hill Rd,GEN,0,46087738,,,Yes
816,General Federation of Womens Clubs of Massachusetts Inc GFWC Randolph Junior Womans Club,1946681,General Federation of Womens Clubs of Massachusetts Inc GFWC Randolph Junior Womans Club,,PO Box 134,WSNW,0,46088067,,,Yes
817,National Society of the Daughters of the American Revolution Hannah Goddard DAR,1946685,National Society of the Daughters of the American Revolution Hannah Goddard DAR,,6 Clifton Heights Ln,GEN,0,46108562,,,Yes
818,National Society of the Daughters of the American Revolution Attleboro DAR,1946688,National Society of the Daughters of the American Revolution Attleboro DAR,,16 Agricultural Ave,GEN,0,46110301,,,Yes
819,National Society of the Daughters of the American Revolution Col Thomas Lothrop Old Colony DAR,1946689,National Society of the Daughters of the American Revolution Col Thomas Lothrop Old Colony DAR,,239 High St,GEN,0,46111616,,,Yes
820,National Society of the Daughters of the American Revolution Cape Ann DAR,1946690,National Society of the Daughters of the American Revolution Cape Ann DAR,,PO Box 276,GEN,0,46111774,,,Yes
821,National Society of the Daughters of the American Revolution New Bedford DAR,1946692,National Society of the Daughters of the American Revolution New Bedford DAR,,496 Elm St,GEN,0,46112283,,,Yes
